Sector,Project Name,Project Name_English,Analysis,Analysis Information Extracted,Type,Type English,URL,Date,File Size,Document_ID,Project_ID,Feasibility Study Type,Recommendation,Description of Recommendation,Feasibility_Study_Complete,EIIR_Estimated,EIIR_Above_Viable,Climate Change Mentioned,LLM Model Used
Obrana,"Obstaranie útočnej pušky 5,56 mm s príslušenstvom",Procurement of a 5.56 mm assault rifle with accessories,,,štúdia uskutočniteľnosti,feasibility study,https://www.mosr.sk/data/files/5222_tudia-uskutocnitelnosti-obstarania-556mm-utocnej-pusky-s-prislusenstvom.pdf,,,4.018,SLK-OB-002,PDF,,,,,,,
Obrana,Hodnotenie nákupu viacúčelových taktických lietadiel,Evaluation of the purchase of multi-role tactical aircraft,,,stanovisko,opinion,https://www.mfsr.sk/files/archiv/uhp/3370/76/Hodnotenie-nakupu-viacucelovych-taktickych-lietadiel.pdf,,,4.019,SLK-OB-014,,,,,,,,
Obrana,Obstaranie Pásových bojových obrnených vozidiel a Pásových obrnených vozidiel,Procurement of Tracked Combat Armored Vehicles and Tracked Armored Vehicles,,,štúdia uskutočniteľnosti,feasibility study,https://www.mosr.sk/data/files/4770_tudia-uskutocnitelnosti-pbov-a-pov.pdf,,"2,88 MB",4.02,SLK-OB-008,PDF,,,,,,,
Obrana,Obstarávanie stavby na leteckej základni Sliač,Construction procurement at Sliač air base,,,štúdia uskutočniteľnosti,feasibility study,https://www.mosr.sk/data/files/5064_zverejnenie-studie-uskutocnitelnosti-obstaravania-stavby-na-leteckej-zakladni-sliac.pdf,,,4.021,SLK-OB-004,PDF,,,,,,,
Obrana,Akvizícia palebných prostriedkov protivzdušnej obrany – prvá etapa (aktualizácia),Acquisition of anti-aircraft fire means - first stage (update),,,štúdia uskutočniteľnosti,feasibility study,https://www.mosr.sk/data/files/5202_formular-na-aktualizaciu-studie-uskutocnitelnosti-obstarania-pp-pvo-prva-etapa.pdf,,,4.022,SLK-OB-003,PDF,,,,,,,
Obrana,Viacúčelové vrtuľníky UH-60M Black Hawk pre plnenia úloh síl špeciálneho určenia,Multi-purpose UH-60M Black Hawk helicopters for carrying out tasks of special purpose forces,,,štúdia uskutočniteľnosti,feasibility study,https://www.mosr.sk/data/files/4378_tudia-uskutocnitelnosti-uh-60m-pre-sso-fondy-usg.pdf,,,4.024,SLK-OB-012,PDF,,,,,,,
Obrana,Rekonštrukcia leteckej základne Sliač (aktualizácia pred podpisom zmluvy),Reconstruction of the Sliač air base (update before signing the contract),,,Aktualizovaná štúdia uskutočniteľnosti,Updated Feasibility Study,https://www.mosr.sk/data/files/5761_priloha-7-formular-na-aktualizaciu-studie-uskutocnitelnosti-pred-vytvorenim-zavazku-podpisom-zmluvy-final.pdf,,,4.025,SLK-OB-016,PDF,,,,,,,
Obrana,Aktualizácia hodnotenia projektu Bojových obrnených vozidiel 8x8,Update on the assessment of the 8x8 Armored Fighting Vehicle project,,,štúdia uskutočniteľnosti,feasibility study,https://www.mosr.sk/data/files/4801_tudia-uskutocnitelnosti-pre-obstaranie-bov-8x8-ver-12.pdf,,"3,46 MB",4.026,SLK-OB-007,PDF,,,,,,,
Obrana,Rekonštrukcia leteckej základne Sliač (aktualizácia),Reconstruction of the Sliač air base (update),,,Aktualizovaná štúdia uskutočniteľnosti,Updated Feasibility Study,https://www.mosr.sk/data/files/5691_semai-195-20-2024.pdf,,,4.027,SLK-OB-001,PDF,,,,,,,
Obrana,Akvizícia prostriedkov protivzdušnej obrany (projektový zámer),Acquisition of air defense equipment (project plan),,,štúdia uskutočniteľnosti,feasibility study,https://www.mosr.sk/data/files/5029_tudia-uskutocnitelnosti-obstarania-pp-pvo-.pdf,,"1,14 MB",4.028,SLK-OB-005,PDF,,,,,,,
Obrana,Obstaranie Pásových bojových obrnených vozidiel a Pásových obrnených vozidiel (aktualizácia),Acquisition of Tracked Armored Combat Vehicles and Tracked Armored Vehicles (update),,,štúdia uskutočniteľnosti,feasibility study,https://www.mosr.sk/studie-uskutocnitelnosti/,,,4.029,SLK-OB-006,"XLSX | Complex File | URL pointing to Various PDFs including XLSX, Docs, Maps and Tables",,,,,,,
Ostatne,Spravodlivosť: Výstavba väznice v Rimavskej Sobote formou PPP,Justice: Construction of the prison in Rimavská Sobota in the form of PPP,,,analýza,analysis,https://www.mfsr.sk/files/archiv/uhp/3370/76/vaznica_RS_stanovisko_180111_web.pdf,11.1.2018,313 kB,5.001,SLK_OS-013,,Positive,"The Ministry of Finance states the project is justified and, based on available data, represents the least-cost option to expand prison capacity. PPP procurement is considered more advantageous than public financing if the concessionaire achieves assumed savings (about 5% on CAPEX: 55 vs. 58 million EUR, and 10% on OPEX: 2.9 vs. 3.3 million EUR in the first year). The analysis shows lower NPV costs for PPP versus the public sector comparator, while noting mild risks and recommending updating the PSC after the PPP tender and setting/monitoring minimum service standards.",Not specified,Not specified,"Not specified - The document compares PPP vs. public sector costs (NPV) and specifies required CAPEX/OPEX savings for PPP to be advantageous, but it does not present an EIIR/IRR or BCR threshold.",No,gpt-5
Ostatne,Spravodlivosť: Výstavba väznice v Rimavskej Sobote formou PPP,Justice: Construction of the prison in Rimavská Sobota in the form of PPP,,,Prognóza,Prognosis,http://www.zvjs.sk/dokumenty/PDF/Akt_pro_obv_ods_2035.pdf,11.1.2018,68 kB,5.002,SLK_OS-013,,,,,,,,
Ostatne,Spravodlivosť: Výstavba väznice v Rimavskej Sobote formou PPP,Justice: Construction of the prison in Rimavská Sobota in the form of PPP,,,štúdia uskutočniteľnosti,feasibility study,http://www.zvjs.sk/dokumenty/GRZVJS-aktualizacia_studie_usk_.pdf,11.1.2018,"12,9 MB",5.003,SLK_OS-013,PDF,,,,,,,
Ostatne,Hospodárstvo: Priemyselný park Valaliky,Economy: Valaliky industrial park,,,analýza,analysis,https://www.mfsr.sk/files/archiv/24/Hodnotenie_Valaliky_211008.pdf,08.10.2021,328 kB,5.004,SLK_OS-012,,,,,,,,
Ostatne,Národné kultúrne a kongresové centrum,National Cultural and Congress Centre,,,analýza,analysis,https://www.mfsr.sk/files/archiv/29/Hodnotenie_NKKC_211214.pdf,15.12.2021,408 kB,5.005,SLK_OS-011,,,,,,,,
Ostatne,Výstavba telocviční a školských dvorov na ZŠ (štúdia uskutočniteľnosti),Construction of gymnasiums and schoolyards at primary schools (feasibility study),,,analýza,analysis,https://www.mfsr.sk/files/archiv/20/Vystavba-telocvicni-a-skolskych-dvorov-na-ZS_hodnotenie-062022.pdf,3.6.2022,405 kB,5.006,SLK_OS-010,,,,,,,,
Ostatne,Hospodárstvo: Rozvoj strategického územia Valaliky (aktualizácia),Economy: Development of the strategic territory of Valalika (update),,,analýza,analysis,https://www.mfsr.sk/files/archiv/16/Hodnotenie_Rozvoj-strategickeho-uzemia-Valaliky_20230130.pdf,30.1.2023,509 kB,5.007,SLK_OS-009,,Neutral,"The document provides a balanced assessment, highlighting significant cost increases and areas for potential savings, but does not explicitly recommend for or against the project. It suggests further optimization and cost reductions (by 40-60 million EUR) and identifies risks and uncertainties, especially regarding the justification for the increased area and the adequacy of technical solutions. The recommendation is to proceed with caution and seek further cost minimization.",No,Not specified,"Not specified - The document does not provide an explicit EIIR or benefit-cost ratio, nor does it state whether the project's return is above a viability threshold.",No,gpt-4.1
Ostatne,Vnútro: Automatizácia systému odhaľovania porušení pravidiel cestnej premávky,Inside: Automation of the traffic violation detection system,,,analýza,analysis,https://www.mfsr.sk/files/archiv/67/UHP-Hodnotenie_ASOPPCP.pdf,5.4.2023,316 kB,5.008,SLK_OS-008,,,,,,,,
Ostatne,Vnútro: Obmena automobilov hasičskej záchrannej služby kategórie 1B,Inside: Transformation of Category 1B Fire Rescue Service cars,,,analýza,analysis,https://www.mfsr.sk/files/archiv/9/Hodnotenie_vozidla1B20230428.pdf,28.4.2023,247 kB,5.009,SLK_OS-007,,Positive,"The investment is deemed necessary due to the high age of current vehicles (15+ years at delivery) and reduced readiness. Among analyzed options, purchasing 80 vehicles is identified as the economically most advantageous alternative that meets project objectives. However, MF SR requests an itemized budget of technical equipment and an updated feasibility study (with final technical specs and expected contract value) before procurement.",No,Not specified,Not specified,No,gpt-5
Ostatne,Hospodárstvo: ŠURANY INDUSTRIAL PARK,Farm: ŠURANY INDUSTRIAL PARK,,,analýza,analysis,https://www.mfsr.sk/files/archiv/10/Hodnotenie_PP-Surany_20240528.pdf,28.5.2024,,5.01,SLK_OS-006,,,,,,,,
Ostatne,Nákup hasičských automobilov s plošinami,Purchase of fire trucks with platforms,,,hodnotenie,evaluation,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/ostatne/nakup-hasicskych-automobilov-plosinami_hodnotenie-uhp.pdf,31.5.2024,363 kB,5.011,SLK_OS-005,,Neutral,"The Ministry of Finance of the Slovak Republic (MF SR) finds the renewal of 47 vehicles justified due to the age and technical condition of the current fleet, but cannot verify the need for expanding the fleet by 8 additional vehicles due to insufficient data. The assessment recommends updating the feasibility study with more detailed operational data and revising the prioritization system for vehicle replacement. Financing for the project is not secured, and there are risks regarding the eligibility of EU funds for this purpose.",No,Not specified,"Not specified - The document does not provide an explicit EIIR or benefit-cost ratio, nor does it state whether such a threshold is met.",No,gpt-4.1
Ostatne,Zvýšenie majetkovej účasti štátu v Exportno-importnej banke Slovenskej republiky,Increase in the state's equity participation in the Export-Import Bank of the Slovak Republic,,,hodnotenie,evaluation,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/ostatne/hodnotenie_zvysenie-majetkovej-ucasti-statu-exportno-importnej-banke-slovenskej-republiky.pdf,11.6.2024,204 kB,5.012,SLK_OS-004,,Neutral,"The assessment explains the rationale for a EUR 250m capital increase to meet prudential large exposure limits and support selected transactions, but notes that even after the increase some individual exposure limits would still be exceeded, implying only part of the planned cases should be supported. It also states the only feasible source for raising own funds is a state financial assets injection, as profits are insufficient and commercial loans do not count as own funds. No explicit approve/deny recommendation is stated in the provided text.",Yes,Not specified,"Not specified - The document presents financial performance metrics (e.g., ROAA 1.71% for Eximbanka; expected ~2.8% on the electricity producer loan; ~3% on guarantees) but does not provide an EIIR or benefit–cost ratio or a viability threshold for EIIR.",No,gpt-5
Ostatne,"Koncepčný plán obnovy osobných automobilov do 3,5 t Ministerstva obrany Slovenskej republiky na roky 2024 - 2027",Conceptual plan for the renewal of passenger cars up to 3.5 t of the Ministry of Defense of the Slovak Republic for the years 2024-2027,,,hodnotenie,evaluation,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia-investicnych-projektov/ostatne/koncepcny-plan-obnovy-osobnych-automobilov-mo-sr-final1.pdf,12.6.2024,245 kB,5.013,SLK_OS-003,,,,,,,,
Ostatne,Plán rozvoja Leteckého útvaru MV SR pre oblasť vrtuľníkovej techniky,Development plan of the Aviation Department of the Ministry of the Interior of the Slovak Republic for the area of ​​helicopter technology,,,hodnotenie,evaluation,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia/ostatne/hodnotenie_plan-rozvoja-leteckeho-utvaru-mvsr-vyhladom-do-roku-2031-oblast-vrtulnikove.pdf,10.7.2025,198 kB,5.014,SLK_OS-002,,Neutral,"The MF SR assessment acknowledges a likely need to expand the light helicopter fleet compared to peer countries and to replace retired medium helicopters, but it conditions support on better evidence and preparation. It calls for systematic data collection on deployments to determine the optimal fleet size, coordination with the Ministry of Defence for medium-lift firefighting/transport roles, verification and refinement of procurement specifications and prices via market consultations, incorporating lower operating costs of new helicopters and proceeds from selling retired aircraft, and accounting for additional costs (equipment, training, infrastructure). It also suggests evaluating the cost-effectiveness of leasing versus owning.",No,Not specified,"Not specified - The assessment provides no EIIR/IRR or benefit–cost ratio; it focuses on costs, financing, and qualitative recommendations rather than a quantified CBA result.",No,gpt-5
Ostatne,Obmena hasičských cisternových striekačiek CAS 30,Modification of CAS 30 fire tank sprayers,,,hodnotenie,evaluation,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia/ostatne/hodnotenie_hasicskych_striekaciek.pdf,15.8.2025,436 kB,5.015,SLK_OS-001,,Neutral,"The assessment provides several recommendations and highlights both positive aspects (such as the necessity of vehicle renewal and expected operational savings) and shortcomings (such as incomplete data on the entire fleet, lack of detailed cost breakdown, and procedural issues with the timing of the feasibility study and procurement). The Ministry of Finance's evaluation is advisory and does not guarantee funding, and the final decision is left to the relevant ministers.",No,Not specified,"Not specified - The document does not provide an explicit EIIR or benefit-cost ratio, nor does it state whether such a value is above a viability threshold.",No,gpt-4.1
Ostatne,Plán rozvoja Leteckého útvaru MV SR pre oblasť vrtuľníkovej techniky,Development plan of the Aviation Department of the Ministry of the Interior of the Slovak Republic for the area of ​​helicopter technology,,,štúdia uskutočniteľnosti,feasibility study,https://www.mfsr.sk/files/sk/financie/hodnota-za-peniaze/hodnotenia/ostatne/studia_heli_nakup_2025.pdf,,784 kB,5.016,SLK_OS-002,PDF,,,,,,,
Ostatne,Zvýšenie majetkovej účasti štátu v Exportno-importnej banke Slovenskej republiky,Increase in the state's equity participation in the Export-Import Bank of the Slovak Republic,,,štúdia uskutočniteľnosti,feasibility study,https://www.mfsr.sk/files/archiv/91/Studia_uskutocnitelnosti_investicie_zvysenie-majetkovej_ucasti_statu_v_EXIMBANKE_SR.pdf,,999 kB,5.017,SLK_OS-004,PDF,,,,,,,
Ostatne,Obmena hasičských cisternových striekačiek CAS 30,Modification of CAS 30 fire tank sprayers,,,štúdia uskutočniteľnosti,feasibility study,https://www.minv.sk/swift_data/source/hasici_a_zachranari/gegussova/odovodnenie_investicie/studia%20uskutocnitelnosti%20CAS30%20v2.pdf,,"1,2 MB",5.018,SLK_OS-001,PDF,,,,,,,
